eliteId,stageId,displayName,stageTitle,baseTemplate,themeTag,spawnWave,recommendedLevel,roleTag,mechanicSummary,rewardTrigger,codexWriteback,bossCodexRef,dropGroupId,notes
elite_lx_late_01_02,LX_LATE_01,空冥瞳将·统御,空冥之眼第2精英,空冥瞳将,void_distort,W10,10,build_check,第二精英负责检验中局 build 是否真正成型。,elite_2,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_5_boss,drop_lx_late_01_elite_2,第2精英节点；清场后继续推进20波主链。
elite_lx_late_01_03,LX_LATE_01,空冥瞳将·破阵,空冥之眼第3精英,空冥瞳将,void_distort,W15,15,endgame_gate,第三精英负责检验终局 build 是否足以进入首领战。,elite_3,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_5_boss,drop_lx_late_01_elite_3,第3精英节点；清场后继续推进20波主链。
elite_ht_early_01_01,HT_EARLY_01,碎岳石将·前锋,万灵原野第1精英,碎岳石将,stone_crush,W05,5,pressure_gate,第一精英负责校验基础清怪与第一轮 build 起势。,elite_1,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_6_boss,drop_ht_early_01_elite_1,第1精英节点；清场后继续推进20波主链。
elite_ht_early_01_02,HT_EARLY_01,碎岳石将·统御,万灵原野第2精英,碎岳石将,stone_crush,W10,10,build_check,第二精英负责检验中局 build 是否真正成型。,elite_2,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_6_boss,drop_ht_early_01_elite_2,第2精英节点；清场后继续推进20波主链。
elite_ht_early_01_03,HT_EARLY_01,碎岳石将·破阵,万灵原野第3精英,碎岳石将,stone_crush,W15,15,endgame_gate,第三精英负责检验终局 build 是否足以进入首领战。,elite_3,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_6_boss,drop_ht_early_01_elite_3,第3精英节点；清场后继续推进20波主链。
elite_ht_mid_01_01,HT_MID_01,合元石侯·前锋,合元秘径第1精英,合元石侯,stone_crush,W05,5,pressure_gate,第一精英负责校验基础清怪与第一轮 build 起势。,elite_1,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_6_boss,drop_ht_mid_01_elite_1,第1精英节点；清场后继续推进20波主链。
elite_ht_mid_01_02,HT_MID_01,合元石侯·统御,合元秘径第2精英,合元石侯,stone_crush,W10,10,build_check,第二精英负责检验中局 build 是否真正成型。,elite_2,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_6_boss,drop_ht_mid_01_elite_2,第2精英节点；清场后继续推进20波主链。
elite_ht_mid_01_03,HT_MID_01,合元石侯·破阵,合元秘径第3精英,合元石侯,stone_crush,W15,15,endgame_gate,第三精英负责检验终局 build 是否足以进入首领战。,elite_3,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_6_boss,drop_ht_mid_01_elite_3,第3精英节点；清场后继续推进20波主链。
elite_ht_late_01_01,HT_LATE_01,归殿石君·前锋,归一殿第1精英,归殿石君,stone_crush,W05,5,pressure_gate,第一精英负责校验基础清怪与第一轮 build 起势。,elite_1,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_6_boss,drop_ht_late_01_elite_1,第1精英节点；清场后继续推进20波主链。
elite_ht_late_01_02,HT_LATE_01,归殿石君·统御,归一殿第2精英,归殿石君,stone_crush,W10,10,build_check,第二精英负责检验中局 build 是否真正成型。,elite_2,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_6_boss,drop_ht_late_01_elite_2,第2精英节点；清场后继续推进20波主链。
elite_ht_late_01_03,HT_LATE_01,归殿石君·破阵,归一殿第3精英,归殿石君,stone_crush,W15,15,endgame_gate,第三精英负责检验终局 build 是否足以进入首领战。,elite_3,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_6_boss,drop_ht_late_01_elite_3,第3精英节点；清场后继续推进20波主链。
elite_dc_early_01_01,DC_EARLY_01,巡星蛇将·前锋,天门外域第1精英,巡星蛇将,celestial_snake,W05,5,pressure_gate,第一精英负责校验基础清怪与第一轮 build 起势。,elite_1,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_7_boss,drop_dc_early_01_elite_1,第1精英节点；清场后继续推进20波主链。
elite_dc_early_01_02,DC_EARLY_01,巡星蛇将·统御,天门外域第2精英,巡星蛇将,celestial_snake,W10,10,build_check,第二精英负责检验中局 build 是否真正成型。,elite_2,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_7_boss,drop_dc_early_01_elite_2,第2精英节点；清场后继续推进20波主链。
elite_dc_early_01_03,DC_EARLY_01,巡星蛇将·破阵,天门外域第3精英,巡星蛇将,celestial_snake,W15,15,endgame_gate,第三精英负责检验终局 build 是否足以进入首领战。,elite_3,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_7_boss,drop_dc_early_01_elite_3,第3精英节点；清场后继续推进20波主链。
elite_dc_mid_01_01,DC_MID_01,长桥蛇侯·前锋,星阙长桥第1精英,长桥蛇侯,celestial_snake,W05,5,pressure_gate,第一精英负责校验基础清怪与第一轮 build 起势。,elite_1,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_7_boss,drop_dc_mid_01_elite_1,第1精英节点；清场后继续推进20波主链。
elite_dc_mid_01_02,DC_MID_01,长桥蛇侯·统御,星阙长桥第2精英,长桥蛇侯,celestial_snake,W10,10,build_check,第二精英负责检验中局 build 是否真正成型。,elite_2,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_7_boss,drop_dc_mid_01_elite_2,第2精英节点；清场后继续推进20波主链。
elite_dc_mid_01_03,DC_MID_01,长桥蛇侯·破阵,星阙长桥第3精英,长桥蛇侯,celestial_snake,W15,15,endgame_gate,第三精英负责检验终局 build 是否足以进入首领战。,elite_3,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_7_boss,drop_dc_mid_01_elite_3,第3精英节点；清场后继续推进20波主链。
elite_dc_late_01_01,DC_LATE_01,神庭玄螭·前锋,天阙神庭第1精英,神庭玄螭,celestial_snake,W05,5,pressure_gate,第一精英负责校验基础清怪与第一轮 build 起势。,elite_1,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_7_boss,drop_dc_late_01_elite_1,第1精英节点；清场后继续推进20波主链。
elite_dc_late_01_02,DC_LATE_01,神庭玄螭·统御,天阙神庭第2精英,神庭玄螭,celestial_snake,W10,10,build_check,第二精英负责检验中局 build 是否真正成型。,elite_2,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_7_boss,drop_dc_late_01_elite_2,第2精英节点；清场后继续推进20波主链。
elite_dc_late_01_03,DC_LATE_01,神庭玄螭·破阵,天阙神庭第3精英,神庭玄螭,celestial_snake,W15,15,endgame_gate,第三精英负责检验终局 build 是否足以进入首领战。,elite_3,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_7_boss,drop_dc_late_01_elite_3,第3精英节点；清场后继续推进20波主链。
elite_dj_early_01_01,DJ_EARLY_01,劫雷尸将·前锋,劫云海口第1精英,劫雷尸将,tribulation_corpse,W05,5,pressure_gate,第一精英负责校验基础清怪与第一轮 build 起势。,elite_1,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_8_boss,drop_dj_early_01_elite_1,第1精英节点；清场后继续推进20波主链。
elite_dj_early_01_02,DJ_EARLY_01,劫雷尸将·统御,劫云海口第2精英,劫雷尸将,tribulation_corpse,W10,10,build_check,第二精英负责检验中局 build 是否真正成型。,elite_2,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_8_boss,drop_dj_early_01_elite_2,第2精英节点；清场后继续推进20波主链。
elite_dj_early_01_03,DJ_EARLY_01,劫雷尸将·破阵,劫云海口第3精英,劫雷尸将,tribulation_corpse,W15,15,endgame_gate,第三精英负责检验终局 build 是否足以进入首领战。,elite_3,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_8_boss,drop_dj_early_01_elite_3,第3精英节点；清场后继续推进20波主链。
elite_dj_mid_01_01,DJ_MID_01,雷断尸侯·前锋,雷光断界第1精英,雷断尸侯,tribulation_corpse,W05,5,pressure_gate,第一精英负责校验基础清怪与第一轮 build 起势。,elite_1,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_8_boss,drop_dj_mid_01_elite_1,第1精英节点；清场后继续推进20波主链。
elite_dj_mid_01_02,DJ_MID_01,雷断尸侯·统御,雷光断界第2精英,雷断尸侯,tribulation_corpse,W10,10,build_check,第二精英负责检验中局 build 是否真正成型。,elite_2,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_8_boss,drop_dj_mid_01_elite_2,第2精英节点；清场后继续推进20波主链。
elite_dj_mid_01_03,DJ_MID_01,雷断尸侯·破阵,雷光断界第3精英,雷断尸侯,tribulation_corpse,W15,15,endgame_gate,第三精英负责检验终局 build 是否足以进入首领战。,elite_3,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_8_boss,drop_dj_mid_01_elite_3,第3精英节点；清场后继续推进20波主链。
elite_dj_late_01_01,DJ_LATE_01,天罚尸将·前锋,天罚祭台第1精英,天罚尸将,tribulation_corpse,W05,5,pressure_gate,第一精英负责校验基础清怪与第一轮 build 起势。,elite_1,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_8_boss,drop_dj_late_01_elite_1,第1精英节点；清场后继续推进20波主链。
elite_dj_late_01_02,DJ_LATE_01,天罚尸将·统御,天罚祭台第2精英,天罚尸将,tribulation_corpse,W10,10,build_check,第二精英负责检验中局 build 是否真正成型。,elite_2,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_8_boss,drop_dj_late_01_elite_2,第2精英节点；清场后继续推进20波主链。
elite_dj_late_01_03,DJ_LATE_01,天罚尸将·破阵,天罚祭台第3精英,天罚尸将,tribulation_corpse,W15,15,endgame_gate,第三精英负责检验终局 build 是否足以进入首领战。,elite_3,不写入持久图鉴，仅用于轻肉鸽精英节点识别。,monster_8_boss,drop_dj_late_01_elite_3,第3精英节点；清场后继续推进20波主链。
